2.644748e-05 2.722966286962045e-06 95
4.621991e-05 6.273367713140967e-06 95
7.862038e-05 1.393877178582081e-05 95
1.303549e-04 2.980159229958902e-05 123
2.109598e-04 6.129115427667974e-05 179
3.336715e-04 1.219407436111874e-04 179
5.164452e-04 2.348280052332508e-04 179
7.831212e-04 4.383384881283120e-04 291
1.164724e-03 7.950888929932482e-04 291
1.700876e-03 1.402999773618324e-03 291
2.441314e-03 2.412397260230764e-03 515
3.447473e-03 4.047602901198016e-03 291
4.794135e-03 6.635672212674470e-03 514
6.571120e-03 1.064316672169113e-02 290
8.885036e-03 1.672200359232057e-02 290
1.186108e-02 2.575744339372682e-02 178
1.564497e-02 3.893367679899407e-02 178
2.040496e-02 5.779656441661906e-02 178
2.633418e-02 8.427723809422572e-02 178
3.365326e-02 1.207193554009751e-01 178
4.261337e-02 1.698191068429391e-01 122
5.349999e-02 2.344164698329094e-01 122
6.663742e-02 3.168995742307490e-01 146
8.239437e-02 4.203263770668722e-01 122
1.011909e-01 5.417067316616229e-01 326
1.235069e-01 6.784483204220830e-01 246
1.498932e-01 8.213365214650139e-01 496
1.809841e-01 9.550035002395605e-01 408
2.175149e-01 1.060017163160216e+00 320
2.603415e-01 1.116717614073740e+00 180
3.104670e-01 1.110695005744848e+00 212
3.690727e-01 1.047367007006312e+00 352
4.375585e-01 9.421849452105602e-01 192
5.175930e-01 8.251820122037556e-01 180
6.111759e-01 7.221212858964026e-01 181
7.207174e-01 6.441597399043569e-01 181
8.491388e-01 5.881905058788877e-01 125
1.000000e+00 5.460027799652473e-01 59
1.177664e+00 5.116086738228280e-01 59
1.387506e+00 4.820809394756543e-01 59
1.636190e+00 4.559299440700100e-01 59
1.932020e+00 4.321595008920492e-01 59
2.285409e+00 4.098812212801829e-01 59
2.709494e+00 3.880605403561982e-01 59
3.220954e+00 3.652532460693836e-01 59
3.841108e+00 3.393495525360554e-01 59
4.597387e+00 3.075869771286496e-01 59
5.525347e+00 2.674526273254761e-01 59
6.671419e+00 2.186793379099610e-01 59
8.096711e+00 1.641747887733380e-01 59
9.882313e+00 1.083358687988199e-01 59
1.213675e+01 5.851426939041911e-02 59
1.500658e+01 2.437944226966444e-02 59
1.869159e+01 7.303327545234660e-03 59
2.346681e+01 1.769198537519384e-03 59
2.971480e+01 4.755091248052921e-04 59
3.797346e+01 1.577401844685065e-04 59
4.900770e+01 5.707207028123254e-05 59
6.391832e+01 2.102073181887138e-05 59
8.430933e+01 7.664075811371354e-06 67
1.125488e+02 2.724446227550097e-06 67
1.521811e+02 9.350619611956632e-07 67
2.085882e+02 3.078371619656245e-07 67
2.900675e+02 9.666752534589180e-08 67
4.096155e+02 2.882245634738119e-08 67
5.879324e+02 8.126253529981650e-09 67
8.585729e+02 2.158024290076350e-09 67
1.276942e+03 5.377113689328885e-10 67
1.936314e+03 1.252188038287633e-10 67
2.996960e+03 2.714372585984910e-11 67
4.740239e+03 5.454230048854050e-12 67
7.671368e+03 1.011496869542649e-12 67
1.271935e+04 1.723382789172235e-13 67
2.163570e+04 2.684623348831898e-14 67
3.781079e+04 3.804596694911325e-15 67
6.799168e+04 4.879037566807376e-16 67
