2.644748e-05 8.550675639904888e-07 125
4.621991e-05 1.766750454567009e-06 181
7.862038e-05 3.525864446946219e-06 97
1.303549e-04 6.800671625066830e-06 181
2.109598e-04 1.271610139999859e-05 181
3.336715e-04 2.307982204592204e-05 181
5.164452e-04 4.071961900400668e-05 181
7.831212e-04 6.996361839245387e-05 519
1.164724e-03 1.172157062768969e-04 293
1.700876e-03 1.917571047836165e-04 292
2.441314e-03 3.067554123484526e-04 180
3.447473e-03 4.804220460739919e-04 180
4.794135e-03 7.374924014761568e-04 180
6.571120e-03 1.110833133535351e-03 124
8.885036e-03 1.644930390429717e-03 124
1.186108e-02 2.393999274219939e-03 124
1.564497e-02 3.433234322372813e-03 124
2.040496e-02 4.847715241831475e-03 192
2.633418e-02 6.748215768025013e-03 208
3.365326e-02 9.285634402849611e-03 192
4.261337e-02 1.261807782895893e-02 224
5.349999e-02 1.694394890375482e-02 300
6.663742e-02 2.254824679041664e-02 124
8.239437e-02 2.964576045576498e-02 188
1.011909e-01 3.866170506090645e-02 272
1.235069e-01 4.998429854198455e-02 400
1.498932e-01 6.409817518231650e-02 386
1.809841e-01 8.156844225250673e-02 506
2.175149e-01 1.030339339599242e-01 314
2.603415e-01 1.292303657037285e-01 250
3.104670e-01 1.609525764296272e-01 250
3.690727e-01 1.990223233000159e-01 322
4.375585e-01 2.441654621739817e-01 370
5.175930e-01 2.967088753460039e-01 264
6.111759e-01 3.238968549296710e-01 252
7.207174e-01 3.332990021484696e-01 160
8.491388e-01 3.407385709501263e-01 172
1.000000e+00 3.439214137408010e-01 91
1.177664e+00 3.377688626155436e-01 91
1.387506e+00 3.141958650126829e-01 91
1.636190e+00 2.639605622385719e-01 199
1.932020e+00 1.848962300119423e-01 159
2.285409e+00 9.969474515917506e-02 127
2.709494e+00 4.906688126416436e-02 127
3.220954e+00 2.621270666654388e-02 59
3.841108e+00 1.147409668323019e-02 59
4.597387e+00 5.003417240072585e-03 59
5.525347e+00 2.178929338022377e-03 59
6.671419e+00 9.658539542241029e-04 59
8.096711e+00 4.345212037423392e-04 59
9.882313e+00 1.964592162277887e-04 59
1.213675e+01 8.845169112692652e-05 67
1.500658e+01 3.933520991630110e-05 67
1.869159e+01 1.714535309610481e-05 67
2.346681e+01 7.282594386933172e-06 67
2.971480e+01 3.035564122410976e-06 67
3.797346e+01 1.213462140711107e-06 67
4.900770e+01 4.706247763280377e-07 67
6.391832e+01 1.757463672577728e-07 67
8.430933e+01 6.300348372400008e-08 67
1.125488e+02 2.161620671596936e-08 67
1.521811e+02 7.076003283354569e-09 67
2.085882e+02 2.203029645214808e-09 67
2.900675e+02 6.502310976418790e-10 67
4.096155e+02 1.813310001795540e-10 67
5.879324e+02 4.761204072467220e-11 67
8.585729e+02 1.172787870279386e-11 67
1.276942e+03 2.699809848870573e-12 67
1.936314e+03 5.785137461130115e-13 67
2.996960e+03 1.149021894456169e-13 67
4.740239e+03 2.106173256473281e-14 67
7.671368e+03 3.546152430196088e-15 67
1.271935e+04 5.459117645606449e-16 67
2.163570e+04 7.645318278565770e-17 67
3.781079e+04 9.640128873543651e-18 67
6.799168e+04 1.101611402516616e-18 67
